,ZINC ID,Global Rank∗,Clustered Rank†,Energy,TC to knowns‡,Cosest neighbor among known DRD4 binders,Top-pick or not,Just from energy window,Energy window,Tested or not,Binder or not,D4 Ki(nM),D2 Ki(nM),D3 Ki(nM),cAMP EC50(nM),Inhibition (%) at 10uM,SMILES,Vendor ID,Charge from docked poses
425,ZINC000459339191,4465118,157643,-46,0.27,ZINC000045284425,0,1,-46,1,0,,,,NT,-7.75,CC[C@H](C)[C@H](C)N(Cc1cc(O)nc(C2CC2)n1)C1CC1,Z2311820154,1
426,ZINC000493064872,4459425,157682,-46,0.34,ZINC000028821388,0,1,-46,1,0,,,,NT,44.83,Cc1cccc(-c2cccc(CNC(=O)/C=C/[C@H]3CCOC3)c2)c1,Z2255391323,0
427,ZINC000507247410,4466252,157700,-46,0.33,ZINC000013473843,0,1,-46,1,0,,,,NT,23.55,Cc1sccc1CN1CCC(C(=O)N2CCC(C(N)=O)CC2)CC1,Z2225564839,1
428,ZINC000524698687,4459586,157638,-46,0.28,ZINC000003831171,0,1,-46,1,0,,,,NT,8.63,CCN(C)C[C@H]1CCN(C(=O)COC[C@H]2CCCO2)C1,Z1276033652,1
429,ZINC000563099383,4463597,157630,-46,0.25,ZINC000064527423,0,1,-46,1,0,,,,NT,20.19,Cc1cnc([C@@H](NC[C@H]2CCCNC2=O)C2CC2)s1,Z2312259497,1
430,ZINC000566689089,4462575,157652,-46,0.26,ZINC000013756908,0,1,-46,1,0,,,,NT,-18.94,O=C(NCCCCn1cc(Br)cn1)C(=O)N[C@H]1CCNC1,Z2596531647,1
431,ZINC000616305793,4457459,157645,-46,0.31,ZINC000027705626,0,1,-46,1,0,,,,NT,-3.34,CCN1CC[C@@H](NC(=O)C2(n3cnnn3)CCOCC2)C1,Z2641575598,1
432,ZINC000620168554,4459707,157650,-46,0.27,ZINC000013731504,0,1,-46,1,0,,,,NT,7.11,CN(CC(=O)N1CCN(C)CC1)C(=O)CSc1nncs1,Z843506826,1
433,ZINC000630510987,4463887,157654,-46,0.27,ZINC000005117657,0,1,-46,1,0,,,,NT,-27.21,c1c(C2CCC2)nn2ccnc(N3CC[C@@]4(CCNC4)C3)c12,Z2763605003,1
434,ZINC000632062321,4461467,157662,-46,0.33,ZINC000013862858,0,1,-46,1,0,,,,NT,-18.23,Cc1cc(S(=O)(=O)NC2CCN(C3CCCCC3)CC2)sn1,Z2773496847,1
435,ZINC000638189401,4461753,157714,-46,0.34,ZINC000013523706,0,1,-46,1,0,,,,NT,20.46,CC(C)(CNc1ccc(NC(=O)c2ccco2)cc1)N1CCOCC1,Z2825785062,1
436,ZINC000639348242,4462851,157627,-46,0.22,ZINC000005424171,0,1,-46,1,0,,,,NT,93.07,CC1(C)OC[C@H]2C[C@]21NCc1cnc2[nH]cncc1-2,Z2829720282,1
437,ZINC000644245640,4465920,157641,-46,0.24,ZINC000013862867,0,1,-46,1,0,,,,NT,17.27,CO[C@H]1COC[C@H]1S(=O)(=O)N[C@@H]1CN(C2CC2)C[C@@H]1C,Z2398009162,1
438,ZINC000647173016,4463762,157635,-46,0.27,ZINC000013470686,0,1,-46,1,1,8280,>10000,>10000,NT,55.18,COc1ncncc1CNCCO[C@@H]1CCCC[C@H]1C,Z2442838981,1
439,ZINC000652609636,4466475,157668,-46,0.29,ZINC000013764571,0,1,-46,1,0,,,,NT,9.4,NCC1(CCNC(=O)N=c2ccnc(OCC(F)(F)F)[nH]2)CC1,Z2483731891,1
440,ZINC000655445078,4459337,157629,-46,0.28,ZINC000013802799,0,1,-46,1,0,,,,NT,-12.69,C[C@H](Cn1ccnc1)NC(=O)[C@@H]1C[C@@]12CCCNC2,Z2503844846,1
441,ZINC000657300720,4462797,157639,-46,0.25,ZINC000003873936,0,1,-46,1,0,,,,NT,16.46,Cn1nc(C(F)(F)F)cc1CNCCCn1cncn1,Z2589540326,1
442,ZINC000659991983,4460615,157647,-46,0.27,ZINC000013492916,0,1,-46,1,0,,,,NT,-1.36,CCN1CC[C@H]2CC[C@@H](C1)N2CCN1C[C@@H](C)O[C@@H](C)C1,Z2599361863,1
443,ZINC000064657791,7862943,195963,-43,0.28,ZINC000045257756,0,1,-43,1,0,,,,NT,-13.19,Cn1c(CSc2nnc(N3CCCC3)s2)cc(=O)n(C)c1=O,Z803283730,0
444,ZINC000076693592,7864372,196008,-43,0.29,ZINC000013984603,0,1,-43,1,0,,,,NT,-12.25,CC[C@@H]1CN(C(=O)C(=O)Nc2cccc(-c3ncon3)c2)CCS1,Z1290937004,0
445,ZINC000084373504,7862258,195987,-43,0.36,ZINC000013681122,0,1,-43,1,0,,,,NT,7.85,O=C(Cc1n[nH]c2ccccc21)N(CC1CCC1)c1ccccc1,Z1371042596,0
446,ZINC000090417165,7865304,196005,-43,0.3,ZINC000066105205,0,1,-43,1,0,,,,NT,-30.6,Cc1n[nH]c2ncc(NC(=O)CSc3nccn3C(C)(C)C)cc12,Z1537577999,0
447,ZINC000115942017,7867589,195967,-43,0.35,ZINC000026640771,0,1,-43,1,0,,,,NT,-12.25,O=C(NC[C@@H]1Cc2ccccc2O1)c1[nH]nc(C2CC2)c1Br,Z855053948,0
448,ZINC000119413870,7867371,196044,-43,0.26,ZINC000013586573,0,1,-43,1,0,,,,NT,-13.9,O=C(c1csc(-c2nnc[nH]2)n1)N1CCc2c(cccc2[N+](=O)[O-])C1,Z1523129802,0
449,ZINC000126435005,7864319,196004,-43,0.27,ZINC000029222367,0,1,-43,1,0,,,,NT,0.46,CN(C)c1ncncc1NC(=O)CCc1nc(-c2cccs2)no1,Z1392942458,0
450,ZINC000135482689,7865070,196003,-43,0.25,ZINC000002572468,0,1,-43,1,0,,,,NT,-4.52,Cc1nc(C#N)c(C#N)n1CCc1cc(Cl)c2c(c1)OCCCO2,Z1796695988,0
451,ZINC000159177186,7869821,195937,-43,0.26,ZINC000028007876,0,1,-43,1,0,,,,NT,-0.58,CCc1nc(CN2CCCc3cc(F)cc(C)c32)n[nH]1,Z1722865473,0
452,ZINC000182328656,7861514,195989,-43,0.28,ZINC000040934790,0,1,-43,1,0,,,,NT,-19.38,CCCc1c(Nc2ccc(C#N)nn2)cnn1-c1cccc(F)c1,Z1652518677,0
453,ZINC000192454118,7864382,195966,-43,0.3,ZINC000028380898,0,1,-43,1,0,,,,NT,-18.94,Cc1cc(OCC(=O)N[C@@]2(C)CCS(=O)(=O)C2)cc(C)c1Cl,Z441419142,0
454,ZINC000281475093,7866180,196033,-43,0.27,ZINC000040847108,0,1,-43,1,0,,,,NT,-19.61,CC[C@H](C)c1nc([C@H](C)NC(=O)[C@@H]2CCc3cc(C)ccc3O2)n[nH]1,Z1953371671,0
455,ZINC000329010820,7869483,195957,-43,0.27,ZINC000064454008,0,1,-43,1,0,,,,NT,-18.4,CC1(/N=C(/O)[C@@H]2CCc3nncn3C2)Cc2ccccc2C1,Z2223886339,0
456,ZINC000329485257,7866988,196038,-43,0.28,ZINC000013732251,0,1,-43,1,0,,,,NT,24.69,CC(C)C[C@@H](C/N=C(/O)Nc1cccc2c1OCO2)N1CCOCC1,Z1644110649,1
457,ZINC000329730178,7869507,195936,-43,0.22,ZINC000058582748,0,1,-43,1,0,,,,NT,-13.39,C[C@]1(NC(O)=Nc2ccn3ccnc3c2)CCCOC1,Z2171363653,1
458,ZINC000330201739,7861206,195949,-43,0.29,ZINC000027754417,0,1,-43,1,0,,,,NT,-7.95,C[C@H]1OCC[C@H]1N/C(O)=N/C[C@H]1SCCc2ccccc21,Z2200407749,0
459,ZINC000342540996,7872207,195971,-43,0.27,ZINC000103241373,0,1,-43,1,0,,,,NT,-5.93,NC(=O)CCn1ccc(=NC(=O)c2ccc3c(c2)CCC=C3)[nH]1,Z2046773507,0
460,ZINC000356040370,7872734,196029,-43,0.28,ZINC000002530705,0,1,-43,1,0,,,,NT,34.44,O=[N+]([O-])c1c[nH]c(-c2nc(-c3ccnc(N4CCOCC4)c3)no2)c1,Z1683979814,0
461,ZINC000367889194,7860697,195976,-43,0.27,ZINC000013762320,0,1,-43,1,0,,,,NT,-10.77,N#Cc1cnn(C(=O)c2ccnc(-c3ccc(Cl)cc3)n2)c1N,Z2112007725,0
462,ZINC000369237090,7870018,195947,-43,0.33,ZINC000013808369,0,1,-43,1,0,,,,NT,4.49,Cn1cnc2c1CCN(c1nnc(-c3ccccc3)s1)C2,Z1160894526,1
463,ZINC000423993342,7872631,195952,-43,0.31,ZINC000036270498,0,1,-43,1,0,,,,NT,8.79,O=C(Cn1cc(Br)cn1)N1CCNC[C@H]1c1ccccc1,Z2378720128,1
464,ZINC000444256497,7871964,195991,-43,0.26,ZINC000045340271,0,1,-43,1,0,,,,NT,-0.79,Nc1ncnc2c1ncn2CC(=O)NCc1ccc2c(c1)CNC2,Z1766347311,1
465,ZINC000451272531,7865471,195955,-43,0.28,ZINC000053172846,0,1,-43,1,0,,,,NT,-1.8,CC(=O)c1cn(CC(=O)N2CCC=Cc3ccccc32)nn1,Z2276842689,0
466,ZINC000459733119,7870494,195925,-43,0.32,ZINC000003683831,0,1,-43,1,0,,,,NT,28.43,CN1CCC[C@H](CCN[C@H]2CC[C@H]2C2CCC2)C1,Z2313513161,2
467,ZINC000497236705,7864908,196001,-43,0.28,ZINC000027712564,0,1,-43,1,0,,,,NT,-4.18,CC(C)(C)OC(=O)N1CC2(CC(N[C@@H]3CCCc4c[nH]nc43)C2)C1,Z2039777235,1
468,ZINC000546930762,7863375,196036,-43,0.31,ZINC000013581165,0,1,-43,1,0,,,,NT,-18.67,CC[C@@H]1CN(Cc2nc3ccc(OC)nc3[nH]2)C[C@H]1N1CCOCC1,Z1680552621,1
469,ZINC000548008896,7867290,196051,-43,0.3,ZINC000068199255,0,1,-43,1,0,,,,NT,0.66,Cn1cc([C@H]2OCCC[C@@H]2NS(=O)(=O)CCCN2CCOCC2)cn1,Z1754532047,1
470,ZINC000559417747,7860271,195973,-43,0.31,ZINC000028396991,0,1,-43,1,0,,,,NT,41.64,Cn1ccc2ccc(NCc3nnnn3C3CCOCC3)cc21,Z1870389332,0
471,ZINC000569270050,7866266,195941,-43,0.32,ZINC000026974374,0,1,-43,1,0,,,,NT,5.84,Cn1cc(CCOc2cnc3ccc(Br)cc3c2)cn1,Z1729298844,0
472,ZINC000596018639,7872724,195981,-43,0.28,ZINC000028712494,0,1,-43,1,0,,,,NT,8.39,Cc1noc(CSc2nnc(N3CCOCC3)n2C)c1[N+](=O)[O-],Z2609870538,0
473,ZINC000596664063,7860549,195986,-43,0.29,ZINC000021873609,0,1,-43,1,0,,,,NT,54.85,Cc1nn(C)c2ncc(CNc3cnn(-c4ccncc4)c3)cc12,Z1164545526,1
474,ZINC000613544672,7864332,196027,-43,0.3,ZINC000040403803,0,1,-43,1,0,,,,NT,-18.37,Cn1ncc(C2CCC2)c1C(=O)N1CCN(c2ccccc2)C(=O)C1,Z2636234783,0
475,ZINC000665695037,7864082,196032,-43,0.31,ZINC000058563968,0,1,-43,1,0,,,,NT,-25.16,Cc1cc(NC(=O)C2CCN(c3cc(NC4CC4)ncn3)CC2)no1,Z2346892771,0
476,ZINC000287623857,7865671,195953,-43,0.29,ZINC000040949645,0,1,-43,1,0,,,,NT,19.96,CN1CCN(C(=O)CCn2ccnc2)c2ccc(Br)cc21,Z2090893959,1
477,ZINC000528659633,7865660,196020,-43,0.32,ZINC000022941535,0,1,-43,1,0,,,,NT,-2.53,Cc1ccc(-c2nn(C)cc2C(=O)N2c3ccccc3C[C@@H]2CN)o1,Z2706339087,1
478,ZINC000594648986,7872063,195950,-43,0.35,ZINC000045391665,0,1,-43,1,0,,,,NT,14.2,O=[N+]([O-])c1ccc(-n2cc(C[C@@]3(O)CCSC3)nn2)nc1,Z2527347399,0
479,ZINC000053340688,12884680,246510,-40,0.29,ZINC000101184733,0,1,-40,1,0,,,,NT,6.24,C[C@@H](c1cc2ccccc2o1)N(C)C(=O)CSc1nnc(N)s1,Z651436070,0
480,ZINC000056767086,12883193,246582,-40,0.32,ZINC000034481433,0,1,-40,1,0,,,,NT,-14,Cc1c([C@@H](C)NC(=O)Nc2ccc(N3CCOC3=O)cc2)cnn1C,Z746891076,0
481,ZINC000057771570,12877384,246494,-40,0.34,ZINC000026568717,0,1,-40,1,0,,,,NT,-4.99,O=c1[nH]c(-c2cnn(-c3cccc(Cl)c3)c2)nc2ccccc12,Z951209586,0
482,ZINC000103161985,12887706,246512,-40,0.32,ZINC000095573175,0,1,-40,1,0,,,,NT,-37.6,O=C(c1ccc(OS(=O)(=O)c2ccc(Cl)s2)cc1)N1CCCC1,Z1103326890,0
483,ZINC000195441479,12890248,246426,-40,0.32,ZINC000027303430,0,1,-40,1,0,,,,NT,24.09,CCn1ncnc1CSC1=Nc2ccccc2C1,Z1899729220,0
484,ZINC000269099581,12888491,246449,-40,0.25,ZINC000029135637,0,1,-40,1,0,,,,NT,7.38,Cc1cn2nc(NCCn3cc([N+](=O)[O-])cn3)sc2n1,Z1449949286,0
485,ZINC000293687518,12874678,246469,-40,0.31,ZINC000026499988,0,1,-40,1,0,,,,NT,-2.6,O=C1NCCCN(C[C@@H]2CCC=CO2)[C@@H]1Cc1ccccc1,Z2227005267,1
486,ZINC000301077012,12875617,246517,-40,0.34,ZINC000071281365,0,1,-40,1,0,,,,NT,-4.05,N#Cc1ccc(N2CCC(Nc3ncnc4nc[nH]c43)CC2)cc1,Z929770426,0
487,ZINC000328820289,12893928,246589,-40,0.35,ZINC000101444611,0,1,-40,1,0,,,,NT,0.66,OC(=Nc1cccc(OC[C@@H]2CCCO2)c1)N[C@@H]1CCO[C@H]1C1CC1,Z2946814823,0
488,ZINC000329095325,12886618,246608,-40,0.32,ZINC000101444640,0,1,-40,1,0,,,,NT,-23.65,O=C(NC/C(O)=N/C[C@H]1CS(=O)(=O)CCO1)c1ccc2c(c1)CCC2,Z1565177544,0
489,ZINC000329302218,12874883,246460,-40,0.34,ZINC000028712492,0,1,-40,1,0,,,,NT,36.16,COc1ncc(CSc2nnc(C3CCC3)n2C)c(C)n1,Z1983059295,0
490,ZINC000333727893,12886704,246558,-40,0.29,ZINC000026935128,0,1,-40,1,0,,,,NT,3.68,O=C(COc1ccsc1Cl)N1CCN([C@H]2CCNC(=O)CC2)CC1,Z2298630205,1
491,ZINC000335841258,12888456,246444,-40,0.3,ZINC000100009278,0,1,-40,1,0,,,,NT,-0.85,COC1CCN(C(=O)N2CC[C@H]3CC[C@@H](C2)N3C)CC1,Z1822565857,1
492,ZINC000340055039,12889733,246454,-40,0.26,ZINC000026017182,0,1,-40,1,0,,,,NT,3.75,N#Cc1ccc(OCCn2cnc(-c3nccs3)n2)cc1,Z2034643392,0
493,ZINC000353157423,12873921,246456,-40,0.26,ZINC000003811327,0,1,-40,1,0,,,,NT,-8.82,CN(C)C1(CNC(=O)N[C@H]2CC(=O)N(C)C2)CCOCC1,Z1352938943,1
494,ZINC000353283206,12885081,246569,-40,0.32,ZINC000000008794,0,1,-40,1,0,,,,NT,19.92,CN(C)c1cccnc1CNC(=O)Nc1cccc(-c2ncco2)c1,Z2171099302,0
495,ZINC000362905868,12885229,246539,-40,0.3,ZINC000066165820,0,1,-40,1,0,,,,NT,24.63,O=C(N=c1[nH][nH]c2c1cccc2Cl)C1(c2cccnc2)CCCC1,Z2197628053,0
496,ZINC000364803807,12878961,246587,-40,0.22,ZINC000064527408,0,1,-40,1,0,,,,NT,-9.02,CN(CC(=O)N1CCC[C@@]2(CNC(=O)O2)C1)c1ncnc2[nH]cnc21,Z1796374613,0
497,ZINC000371594592,12885003,246564,-40,0.34,ZINC000013779655,0,1,-40,1,0,,,,NT,-12.75,O=C(c1ccccc1N1CCOCC1)N1CC=C(c2ccccc2)C1,Z1626769015,0
498,ZINC000408454402,12886927,246511,-40,0.27,ZINC000053025963,0,1,-40,1,0,,,,NT,1.43,O=C(N[C@@H]1CCc2c1ccc(Cl)c2Cl)N1CC(=O)N(C2CC2)C1,Z1930877196,0
499,ZINC000440899623,12885227,246536,-40,0.29,ZINC000028958865,0,1,-40,1,0,,,,NT,-12.96,CC(=O)c1c[nH]ccc1=NC(=O)c1ccc(-c2csc(C)n2)cc1,Z1994615711,0
500,ZINC000442838678,12882313,246550,-40,0.32,ZINC000034801574,0,1,-40,1,0,,,,NT,21.94,CCOC(=O)c1cc(S(=O)(=O)Nc2ccc3ccoc3c2)cn1C,Z1796780176,0
501,ZINC000462877234,12878533,246484,-40,0.28,ZINC000049036141,0,1,-40,1,0,,,,NT,56.93,Cc1nn(C)c2cc(NC/C=C/c3ccc(F)cc3F)ccc12,Z2188359507,0
502,ZINC000500766833,12878767,246471,-40,0.32,ZINC000026962322,0,1,-40,1,0,,,,NT,9.94,N#CC1(CSc2nc3ccccc3n2-c2ccccc2)CC1,Z1556220128,0
503,ZINC000505420543,12878091,246516,-40,0.32,ZINC000026954602,0,1,-40,1,0,,,,NT,12.16,Cc1nccc(-c2cccc(NC(=O)c3occ4c3CCC4)c2)n1,Z2066905384,0
504,ZINC000516013415,12880442,246530,-40,0.35,ZINC000013703868,0,1,-40,1,0,,,,NT,-5.56,C[C@@H](C1CC1)N(C)C(=O)C(=O)Nc1cccc(N2CCNC2=O)c1,Z760240596,0
505,ZINC000533232220,12888089,246607,-40,0.28,ZINC000101296975,0,1,-40,1,0,,,,NT,28.8,Cc1cc(NC(=O)c2cc3c(c(Cl)c2)OCO3)n(C2CCOCC2)n1,Z1466095902,0
506,ZINC000561696674,12878755,246468,-40,0.32,ZINC000000000539,0,1,-40,1,0,,,,NT,25.47,CC(C)Cn1ncc(Nc2ccc([N+](=O)[O-])cc2)c1C1CC1,Z2143528879,0
507,ZINC000562352532,12892311,246447,-40,0.25,ZINC000013474745,0,1,-40,1,0,,,,NT,-13.19,CCCc1nc(C)c(CNc2ccnc3ccsc32)o1,Z2200015885,1
508,ZINC000596309140,12887806,246439,-40,0.31,ZINC000072318113,0,1,-40,1,0,,,,NT,7.11,Ic1cccc(OCCCn2cc(C3CC3)nn2)c1,Z2614072898,0
509,ZINC000622075832,12893137,246490,-40,0.29,ZINC000040874860,0,1,-40,1,0,,,,NT,-21.86,CC[C@@H](CNc1ccccc1)NC(=O)COCc1nccn1C,Z2661883422,0
510,ZINC000634050549,12876066,246459,-40,0.27,ZINC000064527405,0,1,-40,1,0,,,,NT,5.3,COCC1(C2CC2)CN(C(=O)[C@@H]2Cc3ccccc3S2)C1,Z2783219199,0
511,ZINC000638181743,12880190,246523,-40,0.35,ZINC000043013288,0,1,-40,1,0,,,,NT,30.24,O=C1CN(Cc2cc3c(cn2)OCCO3)CN1Cc1ccccc1,Z2825756779,0
512,ZINC000651403808,12881164,246527,-40,0.21,ZINC000004117348,0,1,-40,1,0,,,,NT,80.06,Cc1cc(C)n(-c2cncc(=N[C@@H](C3CC3)C3CCOCC3)[nH]2)n1,Z2479527877,0
513,ZINC000664868499,12877748,246458,-40,0.27,ZINC000026400639,0,1,-40,1,0,,,,NT,34.75,CC1(C)Cc2n[nH]cc2CN(Cc2csc(C3CC3)n2)C1,Z2617016653,1
514,ZINC000089457144,27923281,345079,-35,0.28,ZINC000095950335,0,1,-35,1,0,,,,NT,-7.19,Cc1c[nH]/c(=N/C(=O)C[C@H](C)Cc2ccc(Cl)cc2)[nH]1,Z1582002695,0
515,ZINC000187809092,27916412,345202,-35,0.4,ZINC000040403803,0,1,-35,1,0,,,,NT,-13.91,O=C(c1ccc(C(F)(F)F)[nH]c1=O)N1CCC(c2ccsc2)CC1,Z1740114123,0
516,ZINC000188511497,27915548,345204,-35,0.33,ZINC000045351516,0,1,-35,1,0,,,,NT,1.94,COC(=O)c1scc(C)c1NS(=O)(=O)c1c[nH]c2cccc(F)c21,Z1764457441,0
517,ZINC000191074433,27927446,345198,-35,0.28,ZINC000084402685,0,1,-35,1,0,,,,NT,0.47,Cn1ncnc1S(=O)(=O)Cc1coc(-c2ccc([N+](=O)[O-])cc2)n1,Z1838001328,0
518,ZINC000273459391,27917879,345055,-35,0.34,ZINC000009379131,0,1,-35,1,0,,,,NT,0.67,O=C(C[C@@H]1CSCCS1)N1CCc2ccncc21,Z1669984488,0
519,ZINC000278136424,27889499,345116,-35,0.26,ZINC000028876331,0,1,-35,1,0,,,,NT,12.79,C[C@H]1C(=O)N(c2ccc3c(c2)OC(F)(F)O3)C(=O)N1C1CC1,Z1891823762,0
520,ZINC000279550867,27895282,345113,-35,0.25,ZINC000029474023,0,1,-35,1,0,,,,NT,3.64,CC[C@@]1(C)Oc2ccc(NCc3ccnn3C(C)C)cc2O1,Z1950531023,0
521,ZINC000301469731,27927621,345215,-35,0.3,ZINC000004333956,0,1,-35,1,0,,,,NT,3.02,N#Cc1cc(NCc2ccon2)cc(NCc2ccon2)c1[N+](=O)[O-],Z1328622921,0
522,ZINC000328901657,27922006,345089,-35,0.23,ZINC000013737879,0,1,-35,1,0,,,,NT,21.77,CC(C)Nc1ccc(/C(O)=N/[C@@H]2CCO[C@H]2C2CC2)cn1,Z1535547888,0
523,ZINC000329362699,27897533,345128,-35,0.23,ZINC000027709218,0,1,-35,1,0,,,,NT,-0.53,O=C(CCN1C(=O)C2(CCCC2)N=C1O)N1CCS(=O)CC1,Z1155503598,0
524,ZINC000329738594,27911199,345150,-35,0.29,ZINC000040406866,0,1,-35,1,0,,,,NT,17.31,CC(=O)N1CCC[C@@H](c2noc([C@@H]3Cc4ccccc4S3)n2)C1,Z1685362901,0
525,ZINC000335302007,27913485,345064,-35,0.36,ZINC000000021403,0,1,-35,1,0,,,,NT,17.99,C[C@H]1CN(Cc2cn3cc(Cl)ccc3n2)S(=O)(=O)C1,Z2365286786,0
526,ZINC000335925353,27917491,345054,-35,0.25,ZINC000169335004,0,1,-35,1,0,,,,NT,-1.38,Cc1cc(C(=O)Nc2ncc(C(F)(F)F)[nH]2)ns1,Z1888217768,0
527,ZINC000346667446,27917296,345084,-35,0.23,ZINC000013537833,0,1,-35,1,0,,,,NT,25.09,Cn1cc(CN=c2[nH][nH]cc2C#N)c(-c2ccncc2)n1,Z2158758901,0
528,ZINC000346805474,27925352,345114,-35,0.32,ZINC000036270590,0,1,-35,1,0,,,,NT,-6.22,CCc1nnc(CNC(=O)C(=O)NCc2ccc(F)cc2)o1,Z2233027064,0
529,ZINC000348588772,27926196,345122,-35,0.25,ZINC000013860595,0,1,-35,1,0,,,,NT,-16.58,O=C1N[C@@H](Cc2cnc[nH]2)C(=O)N1[C@@H]1CSc2ccccc21,Z2086286438,0
530,ZINC000362172677,27899387,345212,-35,0.34,ZINC000013808361,0,1,-35,1,0,,,,NT,-4.55,O=C(Cn1nc2ccccn2c1=O)Nc1nccc(-c2ccco2)n1,Z1737892779,0
531,ZINC000365071023,27896791,345171,-35,0.33,ZINC000013470686,0,1,-35,1,0,,,,NT,5.34,c1ccc(Oc2cccc(NC3CCC4(CCCO4)CC3)c2)nc1,Z1823121553,0
532,ZINC000365129771,27898826,345173,-35,0.33,ZINC000013491743,0,1,-35,1,0,,,,NT,-23,O=C(N[C@@H]1CCN(C(=O)c2ccncc2)C1)c1c[nH]nc1C1CC1,Z1833640298,0
533,ZINC000437356381,27917329,345063,-35,0.2,ZINC000013862256,0,1,-35,1,0,,,,NT,9.92,N#Cc1c[nH]ccc1=NC(=O)CSCc1cscn1,Z1481555499,0
534,ZINC000487051932,27912572,345156,-35,0.33,ZINC000064415798,0,1,-35,1,0,,,,NT,10.77,O=[N+]([O-])c1ccc(S[C@H]2CCOC2)nc1OCc1ccccc1,Z1849812008,0
535,ZINC000540726253,27896596,345167,-35,0.35,ZINC000013703840,0,1,-35,1,0,,,,NT,17.52,Cc1ccc([C@H](Nc2cccc(N3CCOCC3)c2)C2CC2)cc1,Z1607436194,0
536,ZINC000547111210,27902246,345185,-35,0.26,ZINC000020286831,0,1,-35,1,0,,,,NT,-0.09,C[C@]1(c2nc(-c3ccnc(N4CCOCC4)c3)no2)CCCOC1,Z1683981643,0
537,ZINC000548147382,27910975,345211,-35,0.33,ZINC000066112125,0,1,-35,1,0,,,,NT,0.12,CC(=O)N(CCc1ccccc1)CC(=O)Nc1cccc2cc[nH]c21,Z1725486025,0
538,ZINC000594481260,27912309,345160,-35,0.27,ZINC000053122811,0,1,-35,1,0,,,,NT,-1.44,N#Cc1ccc(C2(NS(=O)(=O)CC[C@H]3CCOC3)CCC2)cc1,Z2504455894,0
539,ZINC000616783624,27896982,345186,-35,0.27,ZINC000000404160,0,1,-35,1,0,,,,NT,-5.96,Cn1nncc1C(=O)N[C@@H]1CCCC[C@@H]1NC(=O)c1cnnn1C,Z2642525291,0
540,ZINC000617992931,27906148,345162,-35,0.26,ZINC000026957464,0,1,-35,1,0,,,,NT,-0.91,COC(=O)c1c(C)c(C)sc1NC(=O)N1CCC12CCOCC2,Z1874869254,0
541,ZINC000624061454,27921049,345080,-35,0.25,ZINC000003989048,0,1,-35,1,0,,,,NT,-5.13,Cc1noc(C)c1[C@@H](C)C(=O)Nc1nnc(C2CC2)s1,Z982325082,0
542,ZINC000632070629,27915310,345242,-35,0.34,ZINC000045387915,0,1,-35,1,0,,,,NT,-3.14,CN(C[C@H]1CCOC1)S(=O)(=O)c1cccnc1Oc1ccc(F)cc1,Z2773524542,0
543,ZINC000647880816,27920601,345101,-35,0.26,ZINC000013860597,0,1,-35,1,0,,,,NT,0.38,c1noc2c1cccc2OCc1ncn(-c2ccccc2)n1,Z2234010395,0
544,ZINC000648691433,27918795,345061,-35,0.26,ZINC000049070846,0,1,-35,1,0,,,,NT,9.42,C[C@H]1SCC[C@@H]1NC(=O)C1C[C@H]2CCC[C@@H](C1)C2=O,Z2454632514,0
545,ZINC000651692099,27926746,345169,-35,0.28,ZINC000040898183,0,1,-35,1,0,,,,NT,-6.16,O=C(N=c1[nH]nc2n1CCCC2)c1ccc(-n2ccnc2O)cc1,Z2480582624,0
546,ZINC000655250990,27925070,345115,-35,0.23,ZINC000013860601,0,1,-35,1,0,,,,NT,13.23,Cn1c(O)ncc(C(=O)NCc2nnn(C(C)(C)C)n2)c1=O,Z2500573984,0
547,ZINC000657225886,27891364,345060,-35,0.23,ZINC000045354910,0,1,-35,1,0,,,,NT,-6.87,CC(C)(C)n1cc(CSc2nc(N)nc(N)n2)nn1,Z2588925332,0
548,ZINC000664448457,27921026,345068,-35,0.4,ZINC000000346678,0,1,-35,1,0,,,,NT,6.51,CC1C[C@H]2CC[C@@H](C1)N2C(=O)C(=O)c1ccc(F)cc1,Z2615266005,0
549,ZINC000621433144,96169,611,-57.82¶,0.33,ZINC000000024559,ND,ND,ND,ND,ND,4.32,>10000,>10000,0.18,ND,CC(C)N1C[C@H](C)[C@@H](NC(=O)N2Cc3ccccc3[C@@H]2C)C1,Z3269026405,
550,ZINC000361131264,2654,611,-64.61¶,0.33,ZINC000000024559,ND,ND,ND,ND,ND,72,>10000,>10000,7.31,ND,CC(C)N1C[C@@H](NC(=O)N2Cc3ccccc3[C@@H]2C)[C@H](C)C1,Z3269026402,
551,ZINC000361131265,8599,611,-62.63¶,0.33,ZINC000000024559,ND,ND,ND,ND,ND,185,>10000,>10000,59.1,ND,CC(C)N1C[C@@H](C)[C@@H](NC(=O)N2Cc3ccccc3[C@@H]2C)C1,Z3269026404,
552,ZINC000621433143,1352,611,-65.67¶,0.33,ZINC000000024559,ND,ND,ND,ND,ND,669,>10000,>10000,346,ND,CC(C)N1C[C@H](C)[C@H](NC(=O)N2Cc3ccccc3[C@@H]2C)C1,Z3269026401,
