,ZINC ID,Global Rank∗,Clustered Rank†,Energy,TC to knowns‡,Cosest neighbor among known DRD4 binders,Top-pick or not,Just from energy window,Energy window,Tested or not,Binder or not,D4 Ki(nM),D2 Ki(nM),D3 Ki(nM),cAMP EC50(nM),Inhibition (%) at 10uM,SMILES,Vendor ID,Charge from docked poses
296,ZINC000195335838,313244,42411,-55,0.34,ZINC000026171191,0,1,-55,1,0,,,,NT,-5.69,Fc1cccc(-c2nnn(CCCN3CCOCC3)n2)c1,Z979895714,1
297,ZINC000264073851,313738,42400,-55,0.3,ZINC000013590032,0,1,-55,1,1,1540,>10000,>10000,NT,76.76,C=C(C)CN/C(N)=N/CCCCN(C)c1ccccc1,Z1127548660,1
298,ZINC000266211012,314010,42426,-55,0.36,ZINC000013738263,0,1,-55,1,0,,,,NT,10.47,CC[C@@H](C)NC(=O)CN1CCC[C@H](c2cc(C(N)=O)[nH]n2)C1,Z1269657513,1
299,ZINC000304063884,313683,42396,-55,0.34,ZINC000001577051,0,1,-55,1,0,,,,NT,-2.84,Cc1nc(CN(CCO)CCc2ccccc2)oc1C,Z1189072784,1
300,ZINC000308370895,313885,42401,-55,0.34,ZINC000028889399,0,1,-55,1,0,,,,NT,-13.9,CCOc1cccc(CN[C@@H]2C[C@@H](OC)C23CCC3)c1,Z2285601548,1
301,ZINC000331207634,313098,42439,-55,0.31,ZINC000013732359,0,1,-55,1,0,,,,NT,-16.69,CCN1CC[C@H](N(C)C(O)=Nc2cccc(C#N)c2C)C[C@@H]1C,Z1461240627,1
302,ZINC000339591161,314078,42456,-55,0.26,ZINC000000006321,0,1,-55,1,0,,,,NT,-6.53,C=CCCCNC(=O)C(=O)NCC1(N2CCCCC2)CCCCC1,Z2029638138,1
303,ZINC000341120539,313278,42405,-55,0.31,ZINC000084402611,0,1,-55,1,0,,,,NT,39.42,Cc1ccc(S(=O)(=O)CCCN2C[C@H](O)C[C@H]2C)cc1,Z1587819348,1
304,ZINC000341983064,313092,42444,-55,0.32,ZINC000013835351,0,1,-55,1,0,,,,NT,2.61,N#Cc1ccc(CN2CC[C@@]3(C2)CCCOC3)c(OC(F)F)c1,Z2045844024,1
305,ZINC000355023141,313423,42452,-55,0.33,ZINC000026826755,0,1,-55,1,0,,,,NT,13.4,COc1ccc2nc(CN[C@@H](CCCO)c3ccccc3)[nH]c2n1,Z1680583840,1
306,ZINC000355274455,313704,42420,-55,0.28,ZINC000053045062,0,1,-55,1,0,,,,NT,45.4,Oc1cccnc1CNCc1ccnn1-c1ccc(F)cc1,Z1951055423,1
307,ZINC000375831418,313389,42465,-55,0.3,ZINC000013492910,0,1,-55,1,0,,,,NT,21.77,Cc1ccc(C2CC(NC[C@H]3CCC[C@]34NC(=O)N(C)C4=O)C2)cc1,Z1648606351,1
308,ZINC000412996356,313298,42467,-55,0.33,ZINC000013730124,0,1,-55,1,0,,,,NT,38.75,COC(=O)c1ccc(-c2nnn(C[C@@H]3CCCCN3C(C)C)n2)cc1,Z2346116603,1
309,ZINC000413345277,313857,42418,-55,0.25,ZINC000000066085,0,1,-55,1,0,,,,NT,30.27,Cc1ccc2c(C)cc(=NCCc3cnc(C)cn3)[nH]c2c1,Z2347756832,1
310,ZINC000418149855,313410,42392,-55,0.29,ZINC000049112302,0,1,-55,1,0,,,,NT,-17.33,O=C(NCc1ccsc1Br)N1CC[C@H]2CC[C@@H](C1)N2,Z2362931131,1
311,ZINC000431486198,314028,42443,-55,0.34,ZINC000029347680,0,1,-55,1,0,,,,NT,-15.54,O=C(CN=c1cc[nH]cc1[N+](=O)[O-])NCCN1CCCCCC1,Z2212486359,1
312,ZINC000433083202,313836,42421,-55,0.3,ZINC000003785169,0,1,-55,1,0,,,,NT,36.83,C=CCN1CC[C@@H](N2CC[C@H](c3ccc(CC)cc3)C2)C1=O,Z2215663720,1
313,ZINC000449548054,313095,42429,-55,0.25,ZINC000027741679,0,1,-55,1,1,6500,>10000,>10000,NT,68.93,C=C[C@@H]1OCCC[C@H]1NCc1cc2c(cc1SC)OCCO2,Z2265839145,1
314,ZINC000493120809,313406,42390,-55,0.25,ZINC000103275768,0,1,-55,1,0,,,,NT,35.35,C[C@H](N)C1CCN(C(=O)/C=C/c2ccc(Br)o2)CC1,Z2446602005,1
315,ZINC000527764590,313962,42417,-55,0.29,ZINC000073199003,0,1,-55,1,0,,,,NT,45.17,Cn1cc2ccc(CNCc3ccccc3C3CC3)cc2n1,Z2698171162,1
316,ZINC000527829489,313317,42453,-55,0.25,ZINC000101069912,0,1,-55,1,0,,,,NT,12.59,CN(C)C(C)(C)CNc1ccc2nnc(-c3ccc(F)cc3)n2n1,Z2698609501,1
317,ZINC000566614319,312882,42413,-55,0.28,ZINC000071318474,0,1,-55,1,1,1130,>10000,>10000,NT,82.58,CN(C[C@@H]1CCCN1C)C(=O)c1ccc(-c2cc[nH]n2)s1,Z2373707392,1
318,ZINC000570982110,314039,42447,-55,0.27,ZINC000066102535,0,1,-55,1,0,,,,NT,31.75,Cc1ccc(-c2nc(C(=O)N3C[C@H](O)[C@@H](N(C)C)C3)cs2)n1C,Z2499599210,1
319,ZINC000573862850,312938,42437,-55,0.28,ZINC000026738326,0,1,-55,1,0,,,,NT,5.84,CC1(C)CCC(O)(CN[C@@H](c2nc[nH]n2)c2ccccc2)CC1,Z2592101749,1
320,ZINC000579130977,312840,42377,-55,0.27,ZINC000027106866,0,1,-55,1,0,,,,NT,-3.98,C[C@H](C(=O)N[C@H]1CCC[C@@H](CO)C1)N1CC(C)C1,Z2500101747,1
321,ZINC000584683200,314091,42471,-55,0.36,ZINC000036093095,0,1,-55,1,1,3120,>10000,>10000,NT,71.15,Cc1ccsc1CNC(=O)CN1CCCN2c3ccccc3C[C@H]2C1,Z2169837875,1
322,ZINC000595265041,314075,42449,-55,0.32,ZINC000013802820,0,1,-55,1,0,,,,NT,17.33,O=C(NCCc1ccc(Cl)cc1[N+](=O)[O-])NCC12CC(C1)CN2,Z2596206681,1
323,ZINC000601077976,313804,42376,-55,0.35,ZINC000000968257,0,1,-55,1,0,,,,NT,3.52,CN(C)CCSCc1cccc2c1CCOC2,Z2769169529,1
324,ZINC000614852669,314069,42431,-55,0.22,ZINC000040845829,0,1,-55,1,0,,,,NT,-10.03,CN(C)C[C@H](CO)NC(=O)c1cc2c(C(F)F)nn(C)c2s1,Z2639369549,1
325,ZINC000624097807,313326,42463,-55,0.33,ZINC000013737124,0,1,-55,1,0,,,,NT,-3.31,CN1C[C@H](C(=O)N[C@H]2COc3ccccc3C2)[C@@H](c2ccccc2)C1,Z2699459823,1
326,ZINC000631091675,314089,42380,-55,0.27,ZINC000013775962,0,1,-55,1,0,,,,NT,2.57,O=S1(=O)CCC[C@@H]1CNCc1cccc(Br)c1Cl,Z2769637644,1
327,ZINC000631979398,313251,42464,-55,0.33,ZINC000004774465,0,1,-55,1,0,,,,NT,0.12,C[C@@H](NC(=O)C1(c2nccc3ccccc32)CC1)[C@@H]1CN(C)CCO1,Z2773256671,1
328,ZINC000641759985,313097,42428,-55,0.26,ZINC000000086599,0,1,-55,1,0,,,,NT,60.19,C=CCC[C@H](CO)NCc1cccc(F)c1OCC(F)(F)F,Z2853096441,1
329,ZINC000662137220,312963,42425,-55,0.28,ZINC000169350279,0,1,-55,1,0,,,,NT,23.08,C[C@H]1CN(Cc2ncc(-c3ccc(F)cc3)o2)C[C@]1(C)CO,Z2604996788,1
330,ZINC000185593526,313731,42419,-55,0.3,ZINC000040897855,0,1,-55,1,0,,,,NT,37.86,N/C(=N\Cc1ncc(-c2ccccc2)cn1)N1CCCCC1,Z2518446034,1
331,ZINC000236835221,313605,42381,-55,0.3,ZINC000013741708,0,1,-55,1,0,,,,NT,12.29,CCCN(C(=O)c1cc(I)c[nH]1)C1CCNCC1,Z1459443965,1
332,ZINC000449583914,313500,42457,-55,0.27,ZINC000029046637,0,1,-55,1,0,,,,NT,4.23,Cn1nccc1[C@@H]1C[C@@H](N[C@H]2CSCCc3ccccc32)CCO1,Z2266044685,1
333,ZINC000486647484,313625,42460,-55,0.33,ZINC000035950993,0,1,-55,1,0,,,,NT,-19.17,O=C(N=c1[nH][nH]c2c1cccc2Cl)C(=O)Nc1ccc(Cl)c(F)c1,Z2197628041,0
334,ZINC000029620765,919581,81940,-52,0.21,ZINC000013824128,0,1,-52,1,0,,,,NT,-9.29,Cc1cn2nc(NCC3(N4CCSCC4)CCCC3)sc2n1,Z397877628,1
335,ZINC000127166269,919760,82004,-52,0.35,ZINC000169325058,0,1,-52,1,1,6190,>10000,>10000,NT,60.93,CCOc1ccc(-c2nc(CNC3(C(N)=O)CCCCC3)co2)cc1,Z1492069849,1
336,ZINC000178717602,921050,81920,-52,0.26,ZINC000064527704,0,1,-52,1,0,,,,NT,-16.01,CN(C)C[C@](C)(O)CNC(=O)c1ccc(-n2cnnn2)cc1,Z1501090577,1
337,ZINC000258864497,918795,81857,-52,0.31,ZINC000039829618,0,1,-52,1,0,,,,NT,-7.64,OC1CCC(NCCc2cc(Br)ccc2F)CC1,Z2071775245,1
338,ZINC000262089856,918447,81934,-52,0.34,ZINC000049112302,0,1,-52,1,0,,,,NT,24.32,C[C@H](Cc1ccc(Cl)cc1)N(C)CCC(=O)N1CCNCC1,Z2447346057,1
339,ZINC000293752557,919455,81964,-52,0.34,ZINC000045288219,0,1,-52,1,0,,,,NT,44.9,COc1ccsc1CN1CCCNC(=O)[C@H]1Cc1ccccc1,Z2227005123,1
340,ZINC000302129330,921230,82017,-52,0.29,ZINC000013764493,0,1,-52,1,0,,,,NT,-3.01,C[C@H](CCNc1ccc(C(=O)Nc2nncs2)cn1)N1CCCCC1,Z1652539430,1
341,ZINC000329284591,918943,81918,-52,0.32,ZINC000003805713,0,1,-52,1,0,,,,NT,5.47,CN1CCCC[C@H]1CCC(O)=Nc1n[nH]c(C2CC2)c1C#N,Z2137936727,1
342,ZINC000329926945,919124,81873,-52,0.28,ZINC000103224150,0,1,-52,1,0,,,,NT,-19.21,COc1nc(N2C[C@H]3OCCN(C)[C@H]3C2)ncc1Br,Z2168024458,1
343,ZINC000352070883,919004,81924,-52,0.25,ZINC000013470716,0,1,-52,1,0,,,,NT,26.58,CC(C)[C@@H]1C[C@@H](NCc2ccc(OC(C)(C)C)nc2)CCO1,Z1618572495,1
344,ZINC000356154072,919768,81996,-52,0.32,ZINC000049067400,0,1,-52,1,0,,,,NT,-2.64,Cn1c(NC(=O)c2cncc(-c3ccccc3)c2)nc2cccnc21,Z2122214470,0
345,ZINC000358022333,918843,81933,-52,0.35,ZINC000029340600,0,1,-52,1,0,,,,NT,-7.81,CCc1nc(C)c([C@H](C)NCc2ccc(OCCO)cc2)s1,Z1582547403,1
346,ZINC000358362485,920775,81916,-52,0.33,ZINC000012356005,0,1,-52,1,0,,,,NT,-18.3,COc1ccc([C@H](C)[C@H](C)NCCc2ncc(C)cn2)cc1,Z1583151322,1
347,ZINC000365552749,918558,81943,-52,0.32,ZINC000026658470,0,1,-52,1,0,,,,NT,-3.85,Cn1ccnc1[C@@H]1CCCN(c2nc3ccccn3c2C#N)C1,Z1883574992,1
348,ZINC000379812577,919815,81988,-52,0.31,ZINC000029567153,0,1,-52,1,0,,,,NT,41.5,CC[C@H](N[C@@H]1[C@H]2CN(C(=O)OC(C)(C)C)C[C@H]21)c1ccc(F)cn1,Z2286226481,1
349,ZINC000413570733,919276,81969,-52,0.28,ZINC000013491763,0,1,-52,1,1,130,>10000,>10000, IC50 = 5930,103.62,CCOC(=O)c1sc2[nH]cnc(=N[C@H]3CCN(CC)C3)c2c1C,Z2348373225,1
350,ZINC000414969678,920755,81866,-52,0.23,ZINC000026167521,0,1,-52,1,0,,,,NT,73.94,Cc1cc(N)cc(CNCc2cnc(C(C)C)s2)c1,Z2354675985,1
351,ZINC000417307784,919037,81909,-52,0.34,ZINC000095575595,0,1,-52,1,0,,,,NT,48.16,C=C(C)CN1CCC(N[C@@H](C)[C@@H]2C[C@H]2c2cccs2)CC1,Z2361360064,1
352,ZINC000421386220,919024,81931,-52,0.31,ZINC000026267218,0,1,-52,1,0,,,,NT,10.44,Cc1c(Cl)c(CN[C@@](C)(Cc2ccccc2)C2CC2)nn1C,Z2371950521,1
353,ZINC000430013018,920053,81978,-52,0.3,ZINC000028132105,0,1,-52,1,0,,,,NT,-6.1,C[C@@H]1c2cc(Cl)c(Cl)cc2CCN1C(=O)C(=O)Nc1cnns1,Z1866281419,0
354,ZINC000464372572,919529,81936,-52,0.32,ZINC000036093035,0,1,-52,1,0,,,,NT,10.04,CCC1(CC)CN(C(=O)NC[C@@H]2CCN(C3CC3)C2)CCS1,Z1697576447,1
355,ZINC000513023623,920919,81904,-52,0.33,ZINC000013738274,0,1,-52,1,0,,,,NT,8.32,C[C@H]1[C@@H](Nc2cc(C#N)ccc2C(F)(F)F)CCCN1C,Z1724629815,1
356,ZINC000531646303,920021,82013,-52,0.28,ZINC000040414311,0,1,-52,1,0,,,,NT,32.29,CC(C)(O)CN(CC(=O)NCCCC1CCCCC1)C1CCOCC1,Z1348548023,1
357,ZINC000544927312,918999,81949,-52,0.31,ZINC000026249292,0,1,-52,1,0,,,,NT,0.29,Cc1ccc(COc2ccc(CN(C)C3CC(O)C3)cc2)cc1,Z1681974287,1
358,ZINC000553796500,920943,81888,-52,0.34,ZINC000013470674,0,1,-52,1,0,,,,NT,0.76,Cc1cccnc1NCc1cccc(OC(F)(F)F)c1,Z1606796842,1
359,ZINC000554523385,920370,81903,-52,0.28,ZINC000013452421,0,1,-52,1,0,,,,NT,57.23,CN1CC=C(CN=c2ccc(C(F)(F)F)c(C#N)[nH]2)CC1,Z2000037473,1
360,ZINC000567909695,918366,81923,-52,0.28,ZINC000038320550,0,1,-52,1,0,,,,NT,5.37,NCC1(C(=O)NCc2ccn(C3CCCC3)n2)CCOCC1,Z2452688942,1
361,ZINC000582419074,919113,81886,-52,0.31,ZINC000000346678,0,1,-52,1,0,,,,NT,-13.53,C[C@@H]1NCC[C@@H]1C(=O)N[C@@H](C(N)=O)c1ccc(F)cc1,Z2439401832,1
362,ZINC000623870425,918348,81861,-52,0.27,ZINC000029466644,0,1,-52,1,0,,,,NT,-13.19,Cc1ccc(CN(c2nc(=N)[nH]c(=N)[nH]2)C2CC2)o1,Z2698786201,1
363,ZINC000635912552,918338,81901,-52,0.22,ZINC000013764575,0,1,-52,1,0,,,,NT,-9.66,CO[C@H]1C[C@@H](CN(C)C(=O)[C@@H]2C[C@H]2c2cnc[nH]2)N(C)C1,Z2801354928,1
364,ZINC000639049217,918950,81846,-52,0.21,ZINC000000934790,0,1,-52,1,0,,,,NT,55.86,CN1CC[C@](O)(CNC2CC(n3cccn3)C2)C1,Z2828335913,1
365,ZINC000643339461,920443,81914,-52,0.3,ZINC000014975960,0,1,-52,1,0,,,,NT,-8.96,CCCc1[nH]ccc1C(=O)N[C@@H]1CN(C)Cc2ccccc21,Z2373051438,1
366,ZINC000644167129,921113,82006,-52,0.33,ZINC000012356205,0,1,-52,1,0,,,,NT,-41.36,C[C@@]1(Cc2ccc3c(c2)OCO3)NC(=O)N(CC[C@@H]2CCNC2)C1=O,Z2395966613,1
367,ZINC000649878035,919195,81973,-52,0.33,ZINC000000021393,0,1,-52,1,0,,,,NT,16.26,OCc1cn([C@@H]2CCN(Cc3cc4c(c(Cl)c3)OCO4)C2)nn1,Z2474311052,1
368,ZINC000653059646,919404,81938,-52,0.32,ZINC000013833801,0,1,-52,1,0,,,,NT,-20.05,O=C(NCc1nc2ccccc2s1)[C@@H]1CNC[C@H]1C(F)(F)F,Z2488582863,1
369,ZINC000664061503,921182,81959,-52,0.33,ZINC000028568190,0,1,-52,1,0,,,,NT,2.98,Cc1cc(C(F)(F)F)cc(N2CCN(CCN(C)C)C(=O)C2)n1,Z2613865015,1
370,ZINC000671004566,921177,81986,-52,0.3,ZINC000013553234,0,1,-52,1,0,,,,NT,-4.65,CCN1C[C@H](C)[C@H](NC(=O)C(=O)N[C@@H](C)c2ccc(C)c(C)c2)C1,Z2037256718,1
371,ZINC000425369559,918821,81935,-52,0.29,ZINC000101444616,0,1,-52,1,1,2200,>10000,>10000,NT,82.48,CC[C@H]1C[C@H](CNCC(=O)Nc2ccc(C)cc2Cl)CCO1,Z2411790270,1
372,ZINC000065828678,2214259,129324,-49,0.32,ZINC000045391782,0,1,-49,1,0,,,,NT,31.89,C[C@H](NC(=O)Nc1ccc2c(c1)C(=O)NC2=O)c1ccc(C#N)cc1,Z859627248,0
373,ZINC000068812227,2216194,129273,-49,0.32,ZINC000095562278,0,1,-49,1,1,4580,>10000,>10000,NT,77.61,Cc1cc(C)n(CCN2CCC(c3nc(C)no3)CC2)n1,Z1168263871,1
374,ZINC000158996642,2215033,129322,-49,0.26,ZINC000026638652,0,1,-49,1,0,,,,NT,7.25,Oc1nc2ccccc2cc1CNc1nncn1Cc1ccccc1,Z1743550510,0
375,ZINC000194813541,2215330,129306,-49,0.35,ZINC000035285409,0,1,-49,1,0,,,,NT,56.83,O=C(Nc1n[nH]c2ccc([N+](=O)[O-])cc21)C1CCN(C2CC2)CC1,Z1906740452,1
376,ZINC000261774985,2215291,129326,-49,0.33,ZINC000013827453,0,1,-49,1,0,,,,NT,-3.71,NC1(c2noc(-c3ccc(-c4nc(C5CC5)n[nH]4)cc3)n2)CCCC1,Z2442454252,1
377,ZINC000275789317,2217717,129282,-49,0.28,ZINC000040379757,0,1,-49,1,0,,,,NT,-27.28,Cn1cc(-c2n[nH]cc2C(=O)N2CCN3CCC[C@H]3C2)cn1,Z1765384805,1
378,ZINC000328920464,2212756,129294,-49,0.29,ZINC000000057519,0,1,-49,1,0,,,,NT,-48.89,C[C@H](C/N=C(/O)[C@@H]1CCCN(C(=O)C2CC2)C1)CN1CCCC1,Z781682864,1
379,ZINC000329536951,2215333,129311,-49,0.24,ZINC000013862874,0,1,-49,1,0,,,,NT,-24.25,Cc1cnn([C@@H]2CCN(/C(O)=N/C[C@@H]3CCCCN3C3CC3)C2)c1,Z2180816809,1
380,ZINC000338210230,2212800,129284,-49,0.28,ZINC000022939330,0,1,-49,1,0,,,,NT,-14.2,Cc1noc(C)c1[C@@H](C)CC(=O)N1CCCN(C(C)C)CC1,Z1509955216,1
381,ZINC000341188110,2212854,129289,-49,0.25,ZINC000000026139,0,1,-49,1,0,,,,NT,20.96,Cc1oc2ncnc(NC(=O)c3ccc4cncn4c3)c2c1C,Z2042603271,1
382,ZINC000362031643,2213727,129313,-49,0.31,ZINC000013728043,0,1,-49,1,0,,,,NT,18.64,CCn1ccnc(N2CCC[C@H](C(=O)N3CCN(C)CC3)C2)c1=O,Z1583364111,1
383,ZINC000364457637,2213787,129295,-49,0.28,ZINC000095578658,0,1,-49,1,0,,,,NT,-4.22,OC1(CN2CCOCC2)CCN(CCO[C@@H]2CCCCO2)CC1,Z1887563403,1
384,ZINC000367129355,2214249,129275,-49,0.28,ZINC000027728112,0,1,-49,1,0,,,,NT,30.48,CC(C)c1nccc(=NC[C@@H]2CN3CCCC[C@H]3CO2)[nH]1,Z1537215165,1
385,ZINC000413153770,2215354,129308,-49,0.34,ZINC000004117521,0,1,-49,1,0,,,,NT,41.97,C[C@H](CNc1ccc([N+](=O)[O-])c2ncccc12)CN1CCOCC1,Z2347136207,1
386,ZINC000418958962,2214919,129296,-49,0.33,ZINC000022939939,0,1,-49,1,1,5440,>10000,>10000,NT,73.17,CN1CCC[C@@]2(CCN(c3ncc(F)c(-c4ccsc4)n3)C2)C1,Z2365075336,1
387,ZINC000420401643,2212718,129293,-49,0.33,ZINC000003903990,0,1,-49,1,0,,,,NT,31.96,O=[N+]([O-])c1ccccc1OCCN1CCCC[C@H]1[C@@H]1CCNC1,Z2369535292,1
388,ZINC000421783101,2214933,129331,-49,0.29,ZINC000013862877,0,1,-49,1,0,,,,NT,-5.69,O=C(N1CC[C@@H]2[C@@H](CCCN2C2CC2)C1)C1(Oc2ccccc2)CC1,Z2373041513,1
389,ZINC000437567142,2215717,129341,-49,0.31,ZINC000064540488,0,1,-49,1,0,,,,NT,-23.44,Cc1cc(O)cc(=O)n1CCC(=O)N[C@H](c1ccc(Cl)cc1)C1CC1,Z1783292810,0
390,ZINC000439617604,2214599,129304,-49,0.3,ZINC000013741358,0,1,-49,1,0,,,,NT,20.16,O=C(NCc1ccc(Cn2ccnc2)cc1)Nc1cncc(F)c1,Z1991298630,0
391,ZINC000457751519,2214485,129300,-49,0.31,ZINC000028878419,0,1,-49,1,0,,,,NT,-18.17,CC(C)N1CC(NC(=O)C2(c3ccc(Cl)cc3)CCOCC2)C1,Z2303183448,1
392,ZINC000459762949,2212873,129278,-49,0.33,ZINC000084402611,0,1,-49,1,0,,,,NT,13.67,O=S(=O)(CCNC1(C2CCC2)CCC1)c1ccc(F)cc1,Z2313590818,1
393,ZINC000479933259,2215019,129315,-49,0.34,ZINC000000021403,0,1,-49,1,0,,,,NT,3.62,Clc1ccc2nc(Cn3nnnc3/C=C/c3ccccc3)cn2c1,Z1436849240,0
394,ZINC000518341321,2218098,129320,-49,0.32,ZINC000049112302,0,1,-49,1,0,,,,NT,18.24,O=C(Nc1ccc(Cl)cc1Cl)C(=O)N1CCC2(CCNCC2)CC1,Z2355968233,1
395,ZINC000526947641,2217450,129262,-49,0.26,ZINC000026815747,0,1,-49,1,0,,,,NT,-5.46,CCC[C@H](NCc1nnc(C)s1)c1ccsc1,Z1797269354,1
396,ZINC000564099295,2214598,129332,-49,0.27,ZINC000013580178,0,1,-49,1,0,,,,NT,63.55,CCC(CC)N=c1cc[nH]cc1NC(=O)[C@@H]1CCc2cnc(C)n2C1,Z2499635268,2
397,ZINC000567487612,2214484,129287,-49,0.33,ZINC000027440054,0,1,-49,1,0,,,,NT,8.46,O=C1Nc2ccccc2S[C@@H]1CCSCCN1CCOCC1,Z2589069389,1
398,ZINC000583694740,2214399,129333,-49,0.36,ZINC000072105372,0,1,-49,1,0,,,,NT,18.07,O=C(NCCCNC1CC1)c1nn(-c2ccccc2F)c2c1CCC2,Z2453011209,1
399,ZINC000593213951,2215259,129336,-49,0.33,ZINC000027850736,0,1,-49,1,0,,,,NT,-15.11,Cc1cc(C)c(C)c(OCCC(=O)N2CCC[C@H]2[C@@H]2CCCN2C)c1,Z1148465918,1
400,ZINC000619010813,2214609,129329,-49,0.28,ZINC000002002918,0,1,-49,1,0,,,,NT,-3.41,Cc1cccn2c(NC(=O)[C@H](NC(=O)c3ccco3)C(C)C)cnc12,Z2646254697,0
401,ZINC000622835444,2214143,129312,-49,0.29,ZINC000026842028,0,1,-49,1,0,,,,NT,5.16,CCN1C[C@@H](C)N(C(=O)[C@@H]2OCCO[C@@H]2c2ccccc2)C[C@H]1C,Z2672766558,1
402,ZINC000624591648,2214446,129338,-49,0.31,ZINC000040898186,0,1,-49,1,0,,,,NT,-28.52,O=C(c1ccn(C2CCOCC2)n1)N1CCC(N2CCCCC2)CC1,Z2700945607,1
403,ZINC000638425397,2217914,129263,-49,0.29,ZINC000002567726,0,1,-49,1,0,,,,NT,49.3,N=c1[nH]cc(CNCCc2ccc(Br)s2)c(=N)[nH]1,Z2826441046,1
404,ZINC000662805644,2213638,129267,-49,0.2,ZINC000101444606,0,1,-49,1,0,,,,NT,-29.56,O=C(N[C@@H]1[C@@H]2CCO[C@H]2C12CCC2)[C@@]1(O)CCCNC1,Z2606816768,1
405,ZINC000662808424,2213655,129268,-49,0.24,ZINC000095571984,0,1,-49,1,0,,,,NT,-18.27,CCO[C@@H]1C[C@H](NC(=O)C2(NC3CC3)CCC2)[C@H]1OC,Z2606823856,1
406,ZINC000540834248,2213345,129277,-49,0.34,ZINC000013808365,0,1,-49,1,0,,,,NT,8.24,C[C@@H]1CN(C)CC[C@H]1Nc1ccc(-n2ccnc2)c(Cl)c1,Z1612678769,1
407,ZINC000562747285,2217867,129309,-49,0.31,ZINC000100679478,0,1,-49,1,0,,,,NT,20.04,O=C(CN1C(=O)[C@@H]2CCCC[C@H]2C1=O)Nc1cnc2n1CCCC2,Z2282904394,1
408,ZINC000012721827,4462570,157729,-46,0.27,ZINC000025427021,0,1,-46,1,0,,,,NT,-27.68,COc1ccc(-n2nnnc2SCc2nc(N)nc(N(C)C)n2)cc1,Z193713354,0
409,ZINC000025029722,4466767,157730,-46,0.31,ZINC000013743211,0,1,-46,1,0,,,,NT,-26.44,O=C(COc1ccc(Cl)cc1[N+](=O)[O-])N1CC(=O)Nc2ccccc21,Z24044855,0
410,ZINC000109059752,4462834,157676,-46,0.3,ZINC000036089333,0,1,-46,1,0,,,,NT,-12.05,O=C(CCc1ccc(Cl)cc1)NCCc1nnc(S)n1C1CC1,Z1162770871,0
411,ZINC000178015194,4461263,157695,-46,0.29,ZINC000005058550,0,1,-46,1,0,,,,NT,-25.83,C[C@@H](NC(=O)c1cc(N)nc(Cl)c1)c1ccccc1-n1cccn1,Z1417649377,0
412,ZINC000191219561,4462400,157675,-46,0.3,ZINC000028604399,0,1,-46,1,0,,,,NT,-17.06,Cn1cc([C@@H]2CSCCN2CC(=O)Nc2sccc2C#N)cn1,Z1846162330,0
413,ZINC000288233772,4466141,157663,-46,0.36,ZINC000040953743,0,1,-46,1,0,,,,NT,22.54,O=C1N[C@@H](Cc2c[nH]cn2)C(=O)N1[C@@H]1C[C@@H]1c1cccc(F)c1,Z2086192660,1
414,ZINC000288401156,4464117,157637,-46,0.27,ZINC000029130915,0,1,-46,1,0,,,,NT,2.81,CCc1nc(C)cc(NCCCO[C@H]2CCCCO2)n1,Z2143145706,1
415,ZINC000290098055,4459555,157660,-46,0.26,ZINC000026569466,0,1,-46,1,0,,,,NT,-5.43,C=CCN(Cc1cnc(C2OCCO2)s1)CC1CCCCC1,Z2161560852,1
416,ZINC000330466221,4459931,157646,-46,0.27,ZINC000013651751,0,1,-46,1,0,,,,NT,-9.56,CCN1CCC[C@H](/N=C(/O)N[C@@H](CO)c2cnn(C)c2)C1,Z1523056225,1
417,ZINC000335828118,4462956,157628,-46,0.32,ZINC000028821392,0,1,-46,1,0,,,,NT,9.5,NCc1cc(C(=O)N[C@H]2CC23CCCCC3)ccn1,Z2395068427,1
418,ZINC000353089187,4463559,157620,-46,0.34,ZINC000028958876,0,1,-46,1,0,,,,NT,19.48,CCc1nc(CNCCc2cc(C)no2)cs1,Z2071138032,1
419,ZINC000354027637,4460231,157711,-46,0.33,ZINC000169339933,0,1,-46,1,0,,,,NT,-32.39,COc1cc(NC(=O)C(=O)N(C)CCN(C)c2ccccc2)ccn1,Z2116561770,0
420,ZINC000358064563,4459778,157718,-46,0.32,ZINC000038749817,0,1,-46,1,0,,,,NT,-6.64,CN1CC[C@@](O)(CNC(=O)[C@H](c2ccccc2)N2CCCCC2=O)C1,Z1687262757,1
421,ZINC000381888974,4465497,157634,-46,0.26,ZINC000026480590,0,1,-46,1,0,,,,NT,2.78,Cc1n[nH]cc1CCCN[C@@H](C)[C@@H]1CC2CCC1CC2,Z2234479280,1
422,ZINC000416287750,4460584,157621,-46,0.33,ZINC000013761062,0,1,-46,1,0,,,,NT,-13.59,C[C@H]1CCCCN1CCC(=O)N[C@H]1C[C@@](C)(O)C1,Z2358216949,1
423,ZINC000440607995,4460201,157707,-46,0.29,ZINC000169309931,0,1,-46,1,0,,,,NT,1.13,C[C@@H](NC(=O)c1cn(C)c(=O)nc1O)c1ccc(-n2cccn2)cc1,Z1286570329,0
424,ZINC000452390760,4460659,157669,-46,0.28,ZINC000096286414,0,1,-46,1,0,,,,NT,-6.5,Cc1sc(=O)n(CCC(=O)NCC(C)(C)c2ccccn2)c1C,Z2283032537,0
