,x,y,i
227,20458,0.24330502964712955,15
228,29262,0.2771711308117133,15
229,41854,0.2966692911925012,15
230,59865,0.28000439228282353,15
231,85626,0.2920223682147558,15
232,122474,0.31680353228507163,15
233,175178,0.29358450760986904,15
234,250562,0.30579164479922694,15
235,358385,0.3041692232451539,15
236,512608,0.3065524472192022,15
237,733197,0.3026393036246571,15
238,1048711,0.29583677379031503,15
239,1500000,0.3026393036246571,15
240,10000,0.21342170836416516,16
241,14303,0.28000439228282353,16
242,20458,0.27860439110836077,16
243,29262,0.2981264564832189,16
244,41854,0.25659828504533194,16
245,59865,0.29507493202277146,16
246,85626,0.29583677379031503,16
247,122474,0.3049851110862476,16
248,175178,0.2966692911925012,16
249,250562,0.29507493202277146,16
250,358385,0.29432348373091066,16
251,512608,0.28741078305433176,16
252,733197,0.29583677379031503,16
253,1048711,0.28968591488127976,16
254,1500000,0.3026393036246571,16
255,10000,0.30970998513161335,17
256,14303,0.23486344869762216,17
257,20458,0.24526316046575453,17
258,29262,0.3281854275052213,17
259,41854,0.2607037079400074,17
260,59865,0.31602610030400397,17
261,85626,0.25868633430999094,17
262,122474,0.292790446067709,17
263,175178,0.3073693744078642,17
264,250562,0.3200473360456494,17
265,358385,0.28671026279331624,17
266,512608,0.3152549044083459,17
267,733197,0.28968591488127976,17
268,1048711,0.30579164479922694,17
269,1500000,0.3065524472192022,17
270,10000,0.18956244558690685,18
271,14303,0.28000439228282353,18
272,20458,0.31680353228507163,18
273,29262,0.3081468063889319,18
274,41854,0.29432348373091066,18
275,59865,0.3136013024272247,18
276,85626,0.30891488424188507,18
277,122474,0.3248865383235251,18
278,175178,0.292790446067709,18
279,250562,0.3248865383235251,18
280,358385,0.3136013024272247,18
281,512608,0.29583677379031503,18
282,733197,0.29583677379031503,18
283,1048711,0.3033751617029939,18
284,1500000,0.2966692911925012,18
285,10000,0.29507493202277146,19
286,14303,0.2728141858055159,19
287,20458,0.3184457014429418,19
288,29262,0.30579164479922694,19
289,41854,0.2974134640513841,19
290,59865,0.27506645198596197,19
291,85626,0.2735874603963105,19
292,122474,0.28143349518919786,19
293,175178,0.3065524472192022,19
294,250562,0.3371737052756399,19
295,358385,0.30970998513161335,19
296,512608,0.3003797620112332,19
297,733197,0.29583677379031503,19
298,1048711,0.3049851110862476,19
299,1500000,0.29888933759833075,19
300,10000,0.3500179625243487,20
301,14303,0.3041692232451539,20
302,20458,0.3144379772196839,20
303,29262,0.28000439228282353,20
304,41854,0.29888933759833075,20
305,59865,0.2742942167427357,20
306,85626,0.2821755893529443,20
307,122474,0.3018847372900914,20
308,175178,0.29583677379031503,20
309,250562,0.3003797620112332,20
310,358385,0.3081468063889319,20
311,512608,0.3018847372900914,20
312,733197,0.2996355891523502,20
313,1048711,0.2966692911925012,20
314,1500000,0.29432348373091066,20
315,10000,0.3119986284769489,21
316,14303,0.28671026279331624,21
317,20458,0.27789867410950386,21
318,29262,0.311254455618066,21
319,41854,0.29358450760986904,21
320,59865,0.2807256994952045,21
321,85626,0.29358450760986904,21
322,122474,0.2912158345017765,21
323,175178,0.2821755893529443,21
324,250562,0.2981264564832189,21
325,358385,0.3073693744078642,21
326,512608,0.2974134640513841,21
327,733197,0.2974134640513841,21
328,1048711,0.2981264564832189,21
329,1500000,0.3003797620112332,21
330,10000,0.385314205942875,22
331,14303,0.268455162104182,22
332,20458,0.31047598428943,22
333,29262,0.3208601058440383,22
334,41854,0.3338810521793534,22
335,59865,0.28671026279331624,22
336,85626,0.28968591488127976,22
337,122474,0.28968591488127976,22
338,175178,0.3065524472192022,22
339,250562,0.2920223682147558,22
340,358385,0.2981264564832189,22
341,512608,0.3073693744078642,22
342,733197,0.3041692232451539,22
343,1048711,0.2966692911925012,22
344,1500000,0.29888933759833075,22
345,10000,0.2485890726842258,23
346,14303,0.3371737052756399,23
347,20458,0.25659828504533194,23
348,29262,0.22984651798557187,23
349,41854,0.3305665727841331,23
350,59865,0.2807256994952045,23
351,85626,0.28891264029048513,23
352,122474,0.2912158345017765,23
353,175178,0.28891264029048513,23
354,250562,0.2996355891523502,23
355,358385,0.3041692232451539,23
356,512608,0.29888933759833075,23
357,733197,0.30970998513161335,23
358,1048711,0.29358450760986904,23
359,1500000,0.29507493202277146,23
360,10000,0.28891264029048513,24
361,14303,0.30891488424188507,24
362,20458,0.3248865383235251,24
363,29262,0.25935359544882175,24
364,41854,0.32897221361440343,24
365,59865,0.2600250139779256,24
366,85626,0.3184457014429418,24
367,122474,0.32974652755276623,24
368,175178,0.29583677379031503,24
369,250562,0.30579164479922694,24
370,358385,0.28891264029048513,24
371,512608,0.3033751617029939,24
372,733197,0.3018847372900914,24
373,1048711,0.2974134640513841,24
374,1500000,0.3003797620112332,24
375,10000,0.3208601058440383,25
376,14303,0.29358450760986904,25
377,20458,0.28293327373021476,25
378,29262,0.2677962157458974,25
379,41854,0.28741078305433176,25
380,59865,0.29888933759833075,25
381,85626,0.2996355891523502,25
382,122474,0.311254455618066,25
383,175178,0.3010865183576583,25
384,250562,0.3018847372900914,25
385,358385,0.31047598428943,25
386,512608,0.29888933759833075,25
387,733197,0.2912158345017765,25
388,1048711,0.3010865183576583,25
389,1500000,0.29888933759833075,25
390,10000,0.38710188376030336,26
391,14303,0.2635764646187119,26
392,20458,0.31047598428943,26
393,29262,0.29507493202277146,26
394,41854,0.3313720671495441,26
395,59865,0.28000439228282353,26
396,85626,0.3010865183576583,26
397,122474,0.3026393036246571,26
398,175178,0.2981264564832189,26
399,250562,0.2920223682147558,26
400,358385,0.29888933759833075,26
401,512608,0.3026393036246571,26
402,733197,0.29583677379031503,26
403,1048711,0.3041692232451539,26
404,1500000,0.2981264564832189,26
405,10000,0.2380625605127642,27
406,14303,0.3026393036246571,27
407,20458,0.3637612554196129,27
408,29262,0.28000439228282353,27
409,41854,0.32162298695915015,27
410,59865,0.324054020921339,27
411,85626,0.28442577683825376,27
412,122474,0.2859515390684775,27
413,175178,0.311254455618066,27
414,250562,0.3049851110862476,27
415,358385,0.2996355891523502,27
416,512608,0.2966692911925012,27
417,733197,0.31047598428943,27
418,1048711,0.292790446067709,27
419,1500000,0.3003797620112332,27
420,10000,0.2539271617948722,28
421,14303,0.35171729579847383,28
422,20458,0.3033751617029939,28
423,29262,0.3208601058440383,28
424,41854,0.3815382562273419,28
425,59865,0.2974134640513841,28
426,85626,0.29358450760986904,28
427,122474,0.28367952528423424,28
428,175178,0.3322274501982322,28
429,250562,0.30891488424188507,28
430,358385,0.29358450760986904,28
431,512608,0.30891488424188507,28
432,733197,0.31047598428943,28
433,1048711,0.30579164479922694,28
434,1500000,0.2996355891523502,28
435,10000,0.35511804104186073,29
436,14303,0.29583677379031503,29
437,20458,0.348332140768611,29
438,29262,0.30970998513161335,29
439,41854,0.28741078305433176,29
440,59865,0.3208601058440383,29
441,85626,0.311254455618066,29
442,122474,0.3152549044083459,29
443,175178,0.2996355891523502,29
444,250562,0.28741078305433176,29
445,358385,0.29583677379031503,29
446,512608,0.28671026279331624,29
447,733197,0.2974134640513841,29
448,1048711,0.29888933759833075,29
449,1500000,0.2996355891523502,29
450,10000,0.37079244171897485,30
451,14303,0.37708984863513656,30
452,20458,0.36118783084057077,30
453,29262,0.3192387236375336,30
454,41854,0.3136013024272247,30
455,59865,0.29583677379031503,30
456,85626,0.3049851110862476,30
457,122474,0.324054020921339,30
458,175178,0.3041692232451539,30
459,250562,0.292790446067709,30
460,358385,0.3033751617029939,30
461,512608,0.30579164479922694,30
462,733197,0.2996355891523502,30
463,1048711,0.2981264564832189,30
464,1500000,0.29432348373091066,30
465,10000,0.45661656716905785,31
466,14303,0.3003797620112332,31
467,20458,0.3313720671495441,31
468,29262,0.2974134640513841,31
469,41854,0.3119986284769489,31
470,59865,0.3136013024272247,31
471,85626,0.29432348373091066,31
472,122474,0.3144379772196839,31
473,175178,0.29888933759833075,31
474,250562,0.2974134640513841,31
475,358385,0.2981264564832189,31
476,512608,0.29358450760986904,31
477,733197,0.2912158345017765,31
478,1048711,0.29507493202277146,31
479,1500000,0.3003797620112332,31
480,10000,0.27647996467881225,32
481,14303,0.3475079381469711,32
482,20458,0.32649648770677886,32
483,29262,0.2912158345017765,32
484,41854,0.2852000907766166,32
485,59865,0.2904373631731406,32
486,85626,0.2859515390684775,32
487,122474,0.27931738354019553,32
488,175178,0.2920223682147558,32
489,250562,0.28815391656564643,32
490,358385,0.29358450760986904,32
491,512608,0.31680353228507163,32
492,733197,0.3033751617029939,32
493,1048711,0.2966692911925012,32
494,1500000,0.3026393036246571,32
495,10000,0.27931738354019553,33
496,14303,0.27789867410950386,33
497,20458,0.4153170521961908,33
498,29262,0.29583677379031503,33
499,41854,0.2807256994952045,33
500,59865,0.31759759382723163,33
501,85626,0.2996355891523502,33
502,122474,0.3184457014429418,33
503,175178,0.2859515390684775,33
504,250562,0.2996355891523502,33
505,358385,0.30891488424188507,33
506,512608,0.2996355891523502,33
507,733197,0.28968591488127976,33
508,1048711,0.28968591488127976,33
509,1500000,0.3041692232451539,33
510,10000,0.3152549044083459,34
511,14303,0.32897221361440343,34
512,20458,0.3491844057745943,34
513,29262,0.2904373631731406,34
514,41854,0.3049851110862476,34
515,59865,0.28000439228282353,34
516,85626,0.28968591488127976,34
517,122474,0.2981264564832189,34
518,175178,0.312808280232633,34
519,250562,0.2771711308117133,34
520,358385,0.3003797620112332,34
521,512608,0.3033751617029939,34
522,733197,0.3033751617029939,34
523,1048711,0.3065524472192022,34
524,1500000,0.29888933759833075,34
525,10000,0.2677962157458974,35
526,14303,0.3065524472192022,35
527,20458,0.2996355891523502,35
528,29262,0.2981264564832189,35
529,41854,0.2663629554492499,35
530,59865,0.28000439228282353,35
531,85626,0.3033751617029939,35
532,122474,0.3073693744078642,35
533,175178,0.3081468063889319,35
534,250562,0.2974134640513841,35
535,358385,0.28968591488127976,35
536,512608,0.3041692232451539,35
537,733197,0.29583677379031503,35
538,1048711,0.29888933759833075,35
539,1500000,0.29888933759833075,35
540,10000,0.2920223682147558,36
541,14303,0.27789867410950386,36
542,20458,0.3330641249906913,36
543,29262,0.29507493202277146,36
544,41854,0.3119986284769489,36
545,59865,0.30579164479922694,36
546,85626,0.2720554620806772,36
547,122474,0.30891488424188507,36
548,175178,0.3192387236375336,36
549,250562,0.3065524472192022,36
550,358385,0.3081468063889319,36
551,512608,0.3026393036246571,36
552,733197,0.2981264564832189,36
553,1048711,0.2974134640513841,36
554,1500000,0.3033751617029939,36
555,10000,0.3119986284769489,37
556,14303,0.25054304611257766,37
557,20458,0.23742024371557194,37
558,29262,0.3439814318478233,37
559,41854,0.292790446067709,37
560,59865,0.28143349518919786,37
561,85626,0.28671026279331624,37
562,122474,0.30970998513161335,37
563,175178,0.31759759382723163,37
564,250562,0.3152549044083459,37
565,358385,0.29507493202277146,37
566,512608,0.30579164479922694,37
567,733197,0.2912158345017765,37
568,1048711,0.2912158345017765,37
569,1500000,0.29888933759833075,37
570,10000,0.28891264029048513,38
571,14303,0.3725759621461301,38
572,20458,0.3525394197249772,38
573,29262,0.3049851110862476,38
574,41854,0.28815391656564643,38
575,59865,0.27789867410950386,38
576,85626,0.2912158345017765,38
577,122474,0.32162298695915015,38
578,175178,0.32974652755276623,38
579,250562,0.31602610030400397,38
580,358385,0.3119986284769489,38
581,512608,0.2912158345017765,38
582,733197,0.2904373631731406,38
583,1048711,0.2981264564832189,38
584,1500000,0.3073693744078642,38
585,10000,0.36992354715189923,39
586,14303,0.23873086099916327,39
587,20458,0.3119986284769489,39
588,29262,0.2735874603963105,39
589,41854,0.33467199567880856,39
590,59865,0.2904373631731406,39
591,85626,0.3026393036246571,39
592,122474,0.31047598428943,39
593,175178,0.30891488424188507,39
594,250562,0.31680353228507163,39
595,358385,0.29888933759833075,39
596,512608,0.3049851110862476,39
597,733197,0.3003797620112332,39
598,1048711,0.3003797620112332,39
599,1500000,0.3049851110862476,39
600,10000,0.28442577683825376,40
601,14303,0.2466008007861209,40
602,20458,0.2981264564832189,40
603,29262,0.31680353228507163,40
604,41854,0.24924490099980562,40
605,59865,0.3313720671495441,40
606,85626,0.3065524472192022,40
607,122474,0.3065524472192022,40
608,175178,0.28968591488127976,40
609,250562,0.292790446067709,40
610,358385,0.28815391656564643,40
611,512608,0.31602610030400397,40
612,733197,0.29583677379031503,40
613,1048711,0.3041692232451539,40
614,1500000,0.3033751617029939,40
615,10000,0.2663629554492499,41
616,14303,0.3431759374824123,41
617,20458,0.38255473814911223,41
618,29262,0.2698645174067592,41
619,41854,0.312808280232633,41
620,59865,0.2966692911925012,41
621,85626,0.3010865183576583,41
622,122474,0.3003797620112332,41
623,175178,0.28741078305433176,41
624,250562,0.3065524472192022,41
625,358385,0.3065524472192022,41
626,512608,0.2904373631731406,41
627,733197,0.3003797620112332,41
628,1048711,0.2966692911925012,41
629,1500000,0.3026393036246571,41
630,10000,0.24397229078596036,42
631,14303,0.23486344869762216,42
632,20458,0.32243263871483424,42
633,29262,0.3081468063889319,42
634,41854,0.3338810521793534,42
635,59865,0.2852000907766166,42
636,85626,0.3654824149926718,42
637,122474,0.2981264564832189,42
638,175178,0.29888933759833075,42
639,250562,0.3033751617029939,42
640,358385,0.30970998513161335,42
641,512608,0.3010865183576583,42
642,733197,0.3033751617029939,42
643,1048711,0.29507493202277146,42
644,1500000,0.2974134640513841,42
645,10000,0.38710188376030336,43
646,14303,0.4326523302874041,43
647,20458,0.2600250139779256,43
648,29262,0.2821755893529443,43
649,41854,0.32162298695915015,43
650,59865,0.3192387236375336,43
651,85626,0.3192387236375336,43
652,122474,0.2735874603963105,43
653,175178,0.3003797620112332,43
654,250562,0.3041692232451539,43
655,358385,0.3026393036246571,43
656,512608,0.29583677379031503,43
657,733197,0.3049851110862476,43
658,1048711,0.29583677379031503,43
659,1500000,0.3073693744078642,43
660,10000,0.17031061057979952,44
661,14303,0.28741078305433176,44
662,20458,0.3491844057745943,44
663,29262,0.3010865183576583,44
664,41854,0.3033751617029939,44
665,59865,0.311254455618066,44
666,85626,0.3152549044083459,44
667,122474,0.29888933759833075,44
668,175178,0.2912158345017765,44
669,250562,0.3033751617029939,44
670,358385,0.3049851110862476,44
671,512608,0.2996355891523502,44
672,733197,0.30970998513161335,44
673,1048711,0.29888933759833075,44
674,1500000,0.292790446067709,44
675,10000,0.3018847372900914,45
676,14303,0.3081468063889319,45
677,20458,0.3033751617029939,45
678,29262,0.3355336148129063,45
679,41854,0.3073693744078642,45
680,59865,0.3281854275052213,45
681,85626,0.3406305752877135,45
682,122474,0.3003797620112332,45
683,175178,0.311254455618066,45
684,250562,0.29888933759833075,45
685,358385,0.3010865183576583,45
686,512608,0.30970998513161335,45
687,733197,0.31047598428943,45
688,1048711,0.3065524472192022,45
689,1500000,0.3003797620112332,45
690,10000,0.3935105008662702,46
691,14303,0.2852000907766166,46
692,20458,0.3144379772196839,46
693,29262,0.32568267856082167,46
694,41854,0.3200473360456494,46
695,59865,0.28671026279331624,46
696,85626,0.29888933759833075,46
697,122474,0.3049851110862476,46
698,175178,0.28000439228282353,46
699,250562,0.292790446067709,46
700,358385,0.3018847372900914,46
701,512608,0.3010865183576583,46
702,733197,0.311254455618066,46
703,1048711,0.29888933759833075,46
704,1500000,0.3041692232451539,46
705,10000,0.3313720671495441,47
706,14303,0.3431759374824123,47
707,20458,0.32649648770677886,47
708,29262,0.3380218128913501,47
709,41854,0.30891488424188507,47
710,59865,0.2852000907766166,47
711,85626,0.2966692911925012,47
712,122474,0.3049851110862476,47
713,175178,0.292790446067709,47
714,250562,0.29583677379031503,47
715,358385,0.2981264564832189,47
716,512608,0.29888933759833075,47
717,733197,0.3033751617029939,47
718,1048711,0.3073693744078642,47
719,1500000,0.3018847372900914,47
720,10000,0.22860137959878168,48
721,14303,0.2552460938590097,48
722,20458,0.29583677379031503,48
723,29262,0.3041692232451539,48
724,41854,0.31759759382723163,48
725,59865,0.324054020921339,48
726,85626,0.2607037079400074,48
727,122474,0.3152549044083459,48
728,175178,0.28968591488127976,48
729,250562,0.28968591488127976,48
730,358385,0.28968591488127976,48
731,512608,0.2904373631731406,48
732,733197,0.3033751617029939,48
733,1048711,0.3033751617029939,48
734,1500000,0.29432348373091066,48
735,10000,0.3629422495358144,49
736,14303,0.26424684380024754,49
737,20458,0.2573185529101446,49
738,29262,0.3041692232451539,49
739,41854,0.28891264029048513,49
740,59865,0.292790446067709,49
741,85626,0.2859515390684775,49
742,122474,0.3041692232451539,49
743,175178,0.28968591488127976,49
744,250562,0.29888933759833075,49
745,358385,0.2996355891523502,49
746,512608,0.30891488424188507,49
747,733197,0.3065524472192022,49
748,1048711,0.29358450760986904,49
749,1500000,0.29507493202277146,49
